ITS2,Clade,Majority,sample_id,its2_count,species,region,reef
84835,C,C1,SYAN-R3-19,0,S,YAN,R3
84927,C,C21,SYAN-R3-19,0,S,YAN,R3
84877,C,C21,SYAN-R3-19,0,S,YAN,R3
84881,C,C116,SYAN-R3-19,10287,S,YAN,R3
85462,C,C21,SYAN-R3-19,0,S,YAN,R3
84880,C,C72,SYAN-R3-19,0,S,YAN,R3
84879,C,C21,SYAN-R3-19,0,S,YAN,R3
84926,C,C72,SYAN-R3-19,0,S,YAN,R3
85151,C,C1/C93a,SYAN-R3-19,0,S,YAN,R3
84785,C,C1,SYAN-R3-19,0,S,YAN,R3
84932,C,C163b,SYAN-R3-19,0,S,YAN,R3
85489,C,C15/C3z,SYAN-R3-19,0,S,YAN,R3
85490,C,C3z,SYAN-R3-19,0,S,YAN,R3
85054,C,C15,SYAN-R3-19,0,S,YAN,R3
85651,C,C93a,SYAN-R3-19,0,S,YAN,R3
85145,C,C21,SYAN-R3-19,0,S,YAN,R3
85670,C,C116,SYAN-R3-19,0,S,YAN,R3
85198,C,C72,SYAN-R3-19,0,S,YAN,R3
84781,C,C1,SYAN-R3-19,0,S,YAN,R3
84782,C,C41,SYAN-R3-19,0,S,YAN,R3
84844,C,C50b,SYAN-R3-19,0,S,YAN,R3
84845,C,C3,SYAN-R3-19,0,S,YAN,R3
84864,C,C3k,SYAN-R3-19,0,S,YAN,R3
84878,C,C15h,SYAN-R3-19,0,S,YAN,R3
84913,C,C15,SYAN-R3-19,0,S,YAN,R3
84935,C,C3z,SYAN-R3-19,0,S,YAN,R3
85488,C,C116,SYAN-R3-19,0,S,YAN,R3
85250,D,D1/D6,SYAN-R3-19,0,S,YAN,R3
85561,D,D1,SYAN-R3-19,0,S,YAN,R3
85268,D,D1,SYAN-R3-19,0,S,YAN,R3
85551,D,D4,SYAN-R3-19,0,S,YAN,R3
85384,G,G3b,SYAN-R3-19,0,S,YAN,R3
85586,A,A1,SYAN-R3-2,0,S,YAN,R3
85581,A,A1,SYAN-R3-2,0,S,YAN,R3
84568,A,A1/A1c,SYAN-R3-2,0,S,YAN,R3
85591,A,A1,SYAN-R3-2,0,S,YAN,R3
84566,A,A1,SYAN-R3-2,0,S,YAN,R3
85585,A,A1/A1c,SYAN-R3-2,0,S,YAN,R3
85596,A,A1,SYAN-R3-2,0,S,YAN,R3
84552,A,A1,SYAN-R3-2,0,S,YAN,R3
84603,A,A1,SYAN-R3-2,0,S,YAN,R3
84604,A,A1/A1cz,SYAN-R3-2,0,S,YAN,R3
84607,A,A1,SYAN-R3-2,0,S,YAN,R3
85615,A,A1,SYAN-R3-2,0,S,YAN,R3
84574,A,A1j,SYAN-R3-2,0,S,YAN,R3
85623,A,A1,SYAN-R3-2,0,S,YAN,R3
84609,A,A1,SYAN-R3-2,0,S,YAN,R3
85599,A,A1,SYAN-R3-2,0,S,YAN,R3
84576,A,A1/A1bz,SYAN-R3-2,0,S,YAN,R3
85661,A,A1j,SYAN-R3-2,0,S,YAN,R3
84569,A,A1,SYAN-R3-2,0,S,YAN,R3
85595,A,A1,SYAN-R3-2,0,S,YAN,R3
85624,A,A1,SYAN-R3-2,0,S,YAN,R3
84608,A,A1,SYAN-R3-2,0,S,YAN,R3
84571,A,A1,SYAN-R3-2,0,S,YAN,R3
85625,A,A1,SYAN-R3-2,0,S,YAN,R3
84606,A,A1,SYAN-R3-2,0,S,YAN,R3
84572,A,A1/A1j,SYAN-R3-2,0,S,YAN,R3
85600,A,A1,SYAN-R3-2,0,S,YAN,R3
84575,A,A1j,SYAN-R3-2,0,S,YAN,R3
84570,A,A1,SYAN-R3-2,0,S,YAN,R3
84591,A,A1,SYAN-R3-2,0,S,YAN,R3
84613,A,A1,SYAN-R3-2,0,S,YAN,R3
84679,A,A1,SYAN-R3-2,0,S,YAN,R3
84573,A,A1,SYAN-R3-2,0,S,YAN,R3
85583,A,A1,SYAN-R3-2,0,S,YAN,R3
84605,A,A1,SYAN-R3-2,0,S,YAN,R3
85594,A,A1,SYAN-R3-2,0,S,YAN,R3
85611,A,A1,SYAN-R3-2,9598,S,YAN,R3
85654,A,A1cc,SYAN-R3-2,0,S,YAN,R3
85660,A,A1/A1bv,SYAN-R3-2,0,S,YAN,R3
84553,A,A1,SYAN-R3-2,0,S,YAN,R3
84555,A,A1,SYAN-R3-2,0,S,YAN,R3
85584,A,A1,SYAN-R3-2,0,S,YAN,R3
85589,A,A1,SYAN-R3-2,0,S,YAN,R3
84614,A,A1,SYAN-R3-2,0,S,YAN,R3
84567,A,A1,SYAN-R3-2,0,S,YAN,R3
85590,A,A1ej,SYAN-R3-2,0,S,YAN,R3
85601,A,A1,SYAN-R3-2,0,S,YAN,R3
84599,A,A1,SYAN-R3-2,0,S,YAN,R3
85655,A,A1cl,SYAN-R3-2,0,S,YAN,R3
84647,A,A7,SYAN-R3-2,0,S,YAN,R3
84736,B,B1g,SYAN-R3-2,0,S,YAN,R3
85083,C,C3,SYAN-R3-2,0,S,YAN,R3
85439,C,C1/C1h,SYAN-R3-2,0,S,YAN,R3
85464,C,C72,SYAN-R3-2,0,S,YAN,R3
85138,C,C15h,SYAN-R3-2,0,S,YAN,R3
85463,C,C21,SYAN-R3-2,0,S,YAN,R3
84835,C,C1,SYAN-R3-2,0,S,YAN,R3
84927,C,C21,SYAN-R3-2,0,S,YAN,R3
84877,C,C21,SYAN-R3-2,0,S,YAN,R3
84881,C,C116,SYAN-R3-2,434,S,YAN,R3
85462,C,C21,SYAN-R3-2,0,S,YAN,R3
84880,C,C72,SYAN-R3-2,0,S,YAN,R3
84879,C,C21,SYAN-R3-2,0,S,YAN,R3
84926,C,C72,SYAN-R3-2,0,S,YAN,R3
85151,C,C1/C93a,SYAN-R3-2,0,S,YAN,R3
84785,C,C1,SYAN-R3-2,0,S,YAN,R3
84932,C,C163b,SYAN-R3-2,0,S,YAN,R3
85489,C,C15/C3z,SYAN-R3-2,0,S,YAN,R3
85490,C,C3z,SYAN-R3-2,0,S,YAN,R3
85054,C,C15,SYAN-R3-2,0,S,YAN,R3
85651,C,C93a,SYAN-R3-2,0,S,YAN,R3
85145,C,C21,SYAN-R3-2,0,S,YAN,R3
85670,C,C116,SYAN-R3-2,0,S,YAN,R3
85198,C,C72,SYAN-R3-2,0,S,YAN,R3
84781,C,C1,SYAN-R3-2,0,S,YAN,R3
84782,C,C41,SYAN-R3-2,0,S,YAN,R3
84844,C,C50b,SYAN-R3-2,0,S,YAN,R3
84845,C,C3,SYAN-R3-2,0,S,YAN,R3
84864,C,C3k,SYAN-R3-2,0,S,YAN,R3
84878,C,C15h,SYAN-R3-2,0,S,YAN,R3
84913,C,C15,SYAN-R3-2,0,S,YAN,R3
84935,C,C3z,SYAN-R3-2,0,S,YAN,R3
85488,C,C116,SYAN-R3-2,0,S,YAN,R3
85250,D,D1/D6,SYAN-R3-2,0,S,YAN,R3
85561,D,D1,SYAN-R3-2,0,S,YAN,R3
85268,D,D1,SYAN-R3-2,0,S,YAN,R3
85551,D,D4,SYAN-R3-2,0,S,YAN,R3
85384,G,G3b,SYAN-R3-2,0,S,YAN,R3
85586,A,A1,SYAN-R3-20,0,S,YAN,R3
85581,A,A1,SYAN-R3-20,0,S,YAN,R3
84568,A,A1/A1c,SYAN-R3-20,0,S,YAN,R3
85591,A,A1,SYAN-R3-20,0,S,YAN,R3
84566,A,A1,SYAN-R3-20,0,S,YAN,R3
85585,A,A1/A1c,SYAN-R3-20,0,S,YAN,R3
85596,A,A1,SYAN-R3-20,0,S,YAN,R3
84552,A,A1,SYAN-R3-20,0,S,YAN,R3
84603,A,A1,SYAN-R3-20,0,S,YAN,R3
84604,A,A1/A1cz,SYAN-R3-20,0,S,YAN,R3
84607,A,A1,SYAN-R3-20,0,S,YAN,R3
85615,A,A1,SYAN-R3-20,0,S,YAN,R3
84574,A,A1j,SYAN-R3-20,0,S,YAN,R3
85623,A,A1,SYAN-R3-20,0,S,YAN,R3
84609,A,A1,SYAN-R3-20,0,S,YAN,R3
85599,A,A1,SYAN-R3-20,0,S,YAN,R3
84576,A,A1/A1bz,SYAN-R3-20,0,S,YAN,R3
85661,A,A1j,SYAN-R3-20,0,S,YAN,R3
84569,A,A1,SYAN-R3-20,0,S,YAN,R3
85595,A,A1,SYAN-R3-20,0,S,YAN,R3
85624,A,A1,SYAN-R3-20,0,S,YAN,R3
84608,A,A1,SYAN-R3-20,0,S,YAN,R3
84571,A,A1,SYAN-R3-20,0,S,YAN,R3
85625,A,A1,SYAN-R3-20,0,S,YAN,R3
84606,A,A1,SYAN-R3-20,0,S,YAN,R3
84572,A,A1/A1j,SYAN-R3-20,0,S,YAN,R3
85600,A,A1,SYAN-R3-20,0,S,YAN,R3
84575,A,A1j,SYAN-R3-20,0,S,YAN,R3
84570,A,A1,SYAN-R3-20,0,S,YAN,R3
84591,A,A1,SYAN-R3-20,0,S,YAN,R3
84613,A,A1,SYAN-R3-20,6939,S,YAN,R3
84679,A,A1,SYAN-R3-20,0,S,YAN,R3
84573,A,A1,SYAN-R3-20,0,S,YAN,R3
85583,A,A1,SYAN-R3-20,0,S,YAN,R3
84605,A,A1,SYAN-R3-20,0,S,YAN,R3
85594,A,A1,SYAN-R3-20,0,S,YAN,R3
85611,A,A1,SYAN-R3-20,0,S,YAN,R3
85654,A,A1cc,SYAN-R3-20,0,S,YAN,R3
85660,A,A1/A1bv,SYAN-R3-20,0,S,YAN,R3
84553,A,A1,SYAN-R3-20,0,S,YAN,R3
84555,A,A1,SYAN-R3-20,0,S,YAN,R3
85584,A,A1,SYAN-R3-20,0,S,YAN,R3
85589,A,A1,SYAN-R3-20,0,S,YAN,R3
84614,A,A1,SYAN-R3-20,0,S,YAN,R3
84567,A,A1,SYAN-R3-20,0,S,YAN,R3
85590,A,A1ej,SYAN-R3-20,0,S,YAN,R3
85601,A,A1,SYAN-R3-20,0,S,YAN,R3
84599,A,A1,SYAN-R3-20,0,S,YAN,R3
85655,A,A1cl,SYAN-R3-20,0,S,YAN,R3
84647,A,A7,SYAN-R3-20,0,S,YAN,R3
84736,B,B1g,SYAN-R3-20,0,S,YAN,R3
85083,C,C3,SYAN-R3-20,0,S,YAN,R3
85439,C,C1/C1h,SYAN-R3-20,0,S,YAN,R3
85464,C,C72,SYAN-R3-20,0,S,YAN,R3
85138,C,C15h,SYAN-R3-20,0,S,YAN,R3
85463,C,C21,SYAN-R3-20,0,S,YAN,R3
84835,C,C1,SYAN-R3-20,0,S,YAN,R3
84927,C,C21,SYAN-R3-20,0,S,YAN,R3
84877,C,C21,SYAN-R3-20,0,S,YAN,R3
84881,C,C116,SYAN-R3-20,0,S,YAN,R3
85462,C,C21,SYAN-R3-20,0,S,YAN,R3
84880,C,C72,SYAN-R3-20,0,S,YAN,R3
84879,C,C21,SYAN-R3-20,0,S,YAN,R3
84926,C,C72,SYAN-R3-20,0,S,YAN,R3
85151,C,C1/C93a,SYAN-R3-20,0,S,YAN,R3
84785,C,C1,SYAN-R3-20,0,S,YAN,R3
84932,C,C163b,SYAN-R3-20,0,S,YAN,R3
85489,C,C15/C3z,SYAN-R3-20,0,S,YAN,R3
85490,C,C3z,SYAN-R3-20,0,S,YAN,R3
85054,C,C15,SYAN-R3-20,0,S,YAN,R3
85651,C,C93a,SYAN-R3-20,0,S,YAN,R3
85145,C,C21,SYAN-R3-20,0,S,YAN,R3
85670,C,C116,SYAN-R3-20,0,S,YAN,R3
85198,C,C72,SYAN-R3-20,0,S,YAN,R3
84781,C,C1,SYAN-R3-20,0,S,YAN,R3
84782,C,C41,SYAN-R3-20,0,S,YAN,R3
84844,C,C50b,SYAN-R3-20,0,S,YAN,R3
84845,C,C3,SYAN-R3-20,0,S,YAN,R3
84864,C,C3k,SYAN-R3-20,0,S,YAN,R3
84878,C,C15h,SYAN-R3-20,0,S,YAN,R3
84913,C,C15,SYAN-R3-20,0,S,YAN,R3
84935,C,C3z,SYAN-R3-20,0,S,YAN,R3
85488,C,C116,SYAN-R3-20,0,S,YAN,R3
85250,D,D1/D6,SYAN-R3-20,0,S,YAN,R3
85561,D,D1,SYAN-R3-20,0,S,YAN,R3
85268,D,D1,SYAN-R3-20,0,S,YAN,R3
85551,D,D4,SYAN-R3-20,0,S,YAN,R3
85384,G,G3b,SYAN-R3-20,0,S,YAN,R3
85586,A,A1,SYAN-R3-21,0,S,YAN,R3
85581,A,A1,SYAN-R3-21,0,S,YAN,R3
84568,A,A1/A1c,SYAN-R3-21,0,S,YAN,R3
85591,A,A1,SYAN-R3-21,0,S,YAN,R3
84566,A,A1,SYAN-R3-21,0,S,YAN,R3
85585,A,A1/A1c,SYAN-R3-21,0,S,YAN,R3
85596,A,A1,SYAN-R3-21,0,S,YAN,R3
84552,A,A1,SYAN-R3-21,0,S,YAN,R3
84603,A,A1,SYAN-R3-21,0,S,YAN,R3
84604,A,A1/A1cz,SYAN-R3-21,0,S,YAN,R3
84607,A,A1,SYAN-R3-21,0,S,YAN,R3
85615,A,A1,SYAN-R3-21,0,S,YAN,R3
84574,A,A1j,SYAN-R3-21,0,S,YAN,R3
85623,A,A1,SYAN-R3-21,0,S,YAN,R3
84609,A,A1,SYAN-R3-21,0,S,YAN,R3
85599,A,A1,SYAN-R3-21,0,S,YAN,R3
84576,A,A1/A1bz,SYAN-R3-21,0,S,YAN,R3
85661,A,A1j,SYAN-R3-21,0,S,YAN,R3
84569,A,A1,SYAN-R3-21,0,S,YAN,R3
85595,A,A1,SYAN-R3-21,0,S,YAN,R3
85624,A,A1,SYAN-R3-21,0,S,YAN,R3
84608,A,A1,SYAN-R3-21,0,S,YAN,R3
84571,A,A1,SYAN-R3-21,0,S,YAN,R3
85625,A,A1,SYAN-R3-21,0,S,YAN,R3
84606,A,A1,SYAN-R3-21,0,S,YAN,R3
84572,A,A1/A1j,SYAN-R3-21,0,S,YAN,R3
85600,A,A1,SYAN-R3-21,0,S,YAN,R3
84575,A,A1j,SYAN-R3-21,0,S,YAN,R3
84570,A,A1,SYAN-R3-21,0,S,YAN,R3
84591,A,A1,SYAN-R3-21,0,S,YAN,R3
84613,A,A1,SYAN-R3-21,13455,S,YAN,R3
84679,A,A1,SYAN-R3-21,0,S,YAN,R3
84573,A,A1,SYAN-R3-21,0,S,YAN,R3
85583,A,A1,SYAN-R3-21,0,S,YAN,R3
84605,A,A1,SYAN-R3-21,0,S,YAN,R3
85594,A,A1,SYAN-R3-21,0,S,YAN,R3
85611,A,A1,SYAN-R3-21,0,S,YAN,R3
85654,A,A1cc,SYAN-R3-21,0,S,YAN,R3
85660,A,A1/A1bv,SYAN-R3-21,0,S,YAN,R3
84553,A,A1,SYAN-R3-21,0,S,YAN,R3
84555,A,A1,SYAN-R3-21,0,S,YAN,R3
85584,A,A1,SYAN-R3-21,0,S,YAN,R3
85589,A,A1,SYAN-R3-21,0,S,YAN,R3
84614,A,A1,SYAN-R3-21,0,S,YAN,R3
84567,A,A1,SYAN-R3-21,0,S,YAN,R3
85590,A,A1ej,SYAN-R3-21,0,S,YAN,R3
85601,A,A1,SYAN-R3-21,0,S,YAN,R3
84599,A,A1,SYAN-R3-21,0,S,YAN,R3
85655,A,A1cl,SYAN-R3-21,0,S,YAN,R3
84647,A,A7,SYAN-R3-21,0,S,YAN,R3
84736,B,B1g,SYAN-R3-21,0,S,YAN,R3
85083,C,C3,SYAN-R3-21,0,S,YAN,R3
85439,C,C1/C1h,SYAN-R3-21,0,S,YAN,R3
85464,C,C72,SYAN-R3-21,0,S,YAN,R3
85138,C,C15h,SYAN-R3-21,0,S,YAN,R3
85463,C,C21,SYAN-R3-21,0,S,YAN,R3
84835,C,C1,SYAN-R3-21,0,S,YAN,R3
84927,C,C21,SYAN-R3-21,0,S,YAN,R3
84877,C,C21,SYAN-R3-21,0,S,YAN,R3
84881,C,C116,SYAN-R3-21,0,S,YAN,R3
85462,C,C21,SYAN-R3-21,0,S,YAN,R3
84880,C,C72,SYAN-R3-21,0,S,YAN,R3
84879,C,C21,SYAN-R3-21,0,S,YAN,R3
84926,C,C72,SYAN-R3-21,0,S,YAN,R3
85151,C,C1/C93a,SYAN-R3-21,0,S,YAN,R3
84785,C,C1,SYAN-R3-21,0,S,YAN,R3
84932,C,C163b,SYAN-R3-21,0,S,YAN,R3
85489,C,C15/C3z,SYAN-R3-21,0,S,YAN,R3
85490,C,C3z,SYAN-R3-21,0,S,YAN,R3
85054,C,C15,SYAN-R3-21,0,S,YAN,R3
85651,C,C93a,SYAN-R3-21,0,S,YAN,R3
85145,C,C21,SYAN-R3-21,0,S,YAN,R3
85670,C,C116,SYAN-R3-21,0,S,YAN,R3
85198,C,C72,SYAN-R3-21,0,S,YAN,R3
84781,C,C1,SYAN-R3-21,0,S,YAN,R3
84782,C,C41,SYAN-R3-21,0,S,YAN,R3
84844,C,C50b,SYAN-R3-21,0,S,YAN,R3
84845,C,C3,SYAN-R3-21,0,S,YAN,R3
84864,C,C3k,SYAN-R3-21,0,S,YAN,R3
84878,C,C15h,SYAN-R3-21,0,S,YAN,R3
84913,C,C15,SYAN-R3-21,0,S,YAN,R3
84935,C,C3z,SYAN-R3-21,0,S,YAN,R3
85488,C,C116,SYAN-R3-21,0,S,YAN,R3
85250,D,D1/D6,SYAN-R3-21,0,S,YAN,R3
85561,D,D1,SYAN-R3-21,0,S,YAN,R3
85268,D,D1,SYAN-R3-21,0,S,YAN,R3
85551,D,D4,SYAN-R3-21,0,S,YAN,R3
85384,G,G3b,SYAN-R3-21,0,S,YAN,R3
85586,A,A1,SYAN-R3-22,0,S,YAN,R3
85581,A,A1,SYAN-R3-22,0,S,YAN,R3
84568,A,A1/A1c,SYAN-R3-22,0,S,YAN,R3
85591,A,A1,SYAN-R3-22,0,S,YAN,R3
84566,A,A1,SYAN-R3-22,16515,S,YAN,R3
85585,A,A1/A1c,SYAN-R3-22,0,S,YAN,R3
85596,A,A1,SYAN-R3-22,0,S,YAN,R3
84552,A,A1,SYAN-R3-22,0,S,YAN,R3
84603,A,A1,SYAN-R3-22,0,S,YAN,R3
84604,A,A1/A1cz,SYAN-R3-22,0,S,YAN,R3
84607,A,A1,SYAN-R3-22,0,S,YAN,R3
85615,A,A1,SYAN-R3-22,0,S,YAN,R3
84574,A,A1j,SYAN-R3-22,0,S,YAN,R3
85623,A,A1,SYAN-R3-22,0,S,YAN,R3
84609,A,A1,SYAN-R3-22,0,S,YAN,R3
85599,A,A1,SYAN-R3-22,0,S,YAN,R3
84576,A,A1/A1bz,SYAN-R3-22,0,S,YAN,R3
85661,A,A1j,SYAN-R3-22,0,S,YAN,R3
84569,A,A1,SYAN-R3-22,0,S,YAN,R3
85595,A,A1,SYAN-R3-22,0,S,YAN,R3
85624,A,A1,SYAN-R3-22,0,S,YAN,R3
84608,A,A1,SYAN-R3-22,0,S,YAN,R3
84571,A,A1,SYAN-R3-22,0,S,YAN,R3
85625,A,A1,SYAN-R3-22,0,S,YAN,R3
84606,A,A1,SYAN-R3-22,0,S,YAN,R3
84572,A,A1/A1j,SYAN-R3-22,0,S,YAN,R3
85600,A,A1,SYAN-R3-22,0,S,YAN,R3
84575,A,A1j,SYAN-R3-22,0,S,YAN,R3
84570,A,A1,SYAN-R3-22,0,S,YAN,R3
84591,A,A1,SYAN-R3-22,0,S,YAN,R3
84613,A,A1,SYAN-R3-22,0,S,YAN,R3
84679,A,A1,SYAN-R3-22,0,S,YAN,R3
84573,A,A1,SYAN-R3-22,0,S,YAN,R3
85583,A,A1,SYAN-R3-22,0,S,YAN,R3
84605,A,A1,SYAN-R3-22,0,S,YAN,R3
85594,A,A1,SYAN-R3-22,0,S,YAN,R3
85611,A,A1,SYAN-R3-22,0,S,YAN,R3
85654,A,A1cc,SYAN-R3-22,0,S,YAN,R3
85660,A,A1/A1bv,SYAN-R3-22,0,S,YAN,R3
84553,A,A1,SYAN-R3-22,0,S,YAN,R3
84555,A,A1,SYAN-R3-22,0,S,YAN,R3
85584,A,A1,SYAN-R3-22,0,S,YAN,R3
85589,A,A1,SYAN-R3-22,0,S,YAN,R3
84614,A,A1,SYAN-R3-22,0,S,YAN,R3
84567,A,A1,SYAN-R3-22,0,S,YAN,R3
85590,A,A1ej,SYAN-R3-22,0,S,YAN,R3
85601,A,A1,SYAN-R3-22,0,S,YAN,R3
84599,A,A1,SYAN-R3-22,0,S,YAN,R3
85655,A,A1cl,SYAN-R3-22,0,S,YAN,R3
84647,A,A7,SYAN-R3-22,0,S,YAN,R3
84736,B,B1g,SYAN-R3-22,0,S,YAN,R3
85083,C,C3,SYAN-R3-22,0,S,YAN,R3
85439,C,C1/C1h,SYAN-R3-22,0,S,YAN,R3
85464,C,C72,SYAN-R3-22,0,S,YAN,R3
85138,C,C15h,SYAN-R3-22,0,S,YAN,R3
85463,C,C21,SYAN-R3-22,0,S,YAN,R3
84835,C,C1,SYAN-R3-22,0,S,YAN,R3
84927,C,C21,SYAN-R3-22,0,S,YAN,R3
84877,C,C21,SYAN-R3-22,0,S,YAN,R3
84881,C,C116,SYAN-R3-22,0,S,YAN,R3
85462,C,C21,SYAN-R3-22,0,S,YAN,R3
84880,C,C72,SYAN-R3-22,0,S,YAN,R3
84879,C,C21,SYAN-R3-22,0,S,YAN,R3
84926,C,C72,SYAN-R3-22,0,S,YAN,R3
85151,C,C1/C93a,SYAN-R3-22,0,S,YAN,R3
84785,C,C1,SYAN-R3-22,0,S,YAN,R3
84932,C,C163b,SYAN-R3-22,0,S,YAN,R3
85489,C,C15/C3z,SYAN-R3-22,0,S,YAN,R3
85490,C,C3z,SYAN-R3-22,0,S,YAN,R3
85054,C,C15,SYAN-R3-22,0,S,YAN,R3
85651,C,C93a,SYAN-R3-22,0,S,YAN,R3
85145,C,C21,SYAN-R3-22,0,S,YAN,R3
85670,C,C116,SYAN-R3-22,0,S,YAN,R3
85198,C,C72,SYAN-R3-22,0,S,YAN,R3
84781,C,C1,SYAN-R3-22,0,S,YAN,R3
84782,C,C41,SYAN-R3-22,0,S,YAN,R3
84844,C,C50b,SYAN-R3-22,0,S,YAN,R3
84845,C,C3,SYAN-R3-22,0,S,YAN,R3
84864,C,C3k,SYAN-R3-22,0,S,YAN,R3
84878,C,C15h,SYAN-R3-22,0,S,YAN,R3
84913,C,C15,SYAN-R3-22,0,S,YAN,R3
84935,C,C3z,SYAN-R3-22,0,S,YAN,R3
85488,C,C116,SYAN-R3-22,0,S,YAN,R3
85250,D,D1/D6,SYAN-R3-22,0,S,YAN,R3
85561,D,D1,SYAN-R3-22,0,S,YAN,R3
85268,D,D1,SYAN-R3-22,0,S,YAN,R3
85551,D,D4,SYAN-R3-22,0,S,YAN,R3
85384,G,G3b,SYAN-R3-22,0,S,YAN,R3
85586,A,A1,SYAN-R3-23,0,S,YAN,R3
85581,A,A1,SYAN-R3-23,0,S,YAN,R3
84568,A,A1/A1c,SYAN-R3-23,0,S,YAN,R3
85591,A,A1,SYAN-R3-23,0,S,YAN,R3
84566,A,A1,SYAN-R3-23,0,S,YAN,R3
85585,A,A1/A1c,SYAN-R3-23,0,S,YAN,R3
85596,A,A1,SYAN-R3-23,0,S,YAN,R3
84552,A,A1,SYAN-R3-23,0,S,YAN,R3
84603,A,A1,SYAN-R3-23,0,S,YAN,R3
84604,A,A1/A1cz,SYAN-R3-23,0,S,YAN,R3
84607,A,A1,SYAN-R3-23,0,S,YAN,R3
85615,A,A1,SYAN-R3-23,0,S,YAN,R3
84574,A,A1j,SYAN-R3-23,0,S,YAN,R3
85623,A,A1,SYAN-R3-23,0,S,YAN,R3
84609,A,A1,SYAN-R3-23,0,S,YAN,R3
85599,A,A1,SYAN-R3-23,0,S,YAN,R3
84576,A,A1/A1bz,SYAN-R3-23,0,S,YAN,R3
85661,A,A1j,SYAN-R3-23,0,S,YAN,R3
84569,A,A1,SYAN-R3-23,0,S,YAN,R3
85595,A,A1,SYAN-R3-23,0,S,YAN,R3
85624,A,A1,SYAN-R3-23,0,S,YAN,R3
84608,A,A1,SYAN-R3-23,0,S,YAN,R3
84571,A,A1,SYAN-R3-23,0,S,YAN,R3
85625,A,A1,SYAN-R3-23,0,S,YAN,R3
84606,A,A1,SYAN-R3-23,0,S,YAN,R3
84572,A,A1/A1j,SYAN-R3-23,0,S,YAN,R3
85600,A,A1,SYAN-R3-23,0,S,YAN,R3
84575,A,A1j,SYAN-R3-23,0,S,YAN,R3
84570,A,A1,SYAN-R3-23,0,S,YAN,R3
84591,A,A1,SYAN-R3-23,0,S,YAN,R3
84613,A,A1,SYAN-R3-23,14521,S,YAN,R3
84679,A,A1,SYAN-R3-23,0,S,YAN,R3
84573,A,A1,SYAN-R3-23,0,S,YAN,R3
85583,A,A1,SYAN-R3-23,0,S,YAN,R3
84605,A,A1,SYAN-R3-23,0,S,YAN,R3
85594,A,A1,SYAN-R3-23,0,S,YAN,R3
85611,A,A1,SYAN-R3-23,0,S,YAN,R3
85654,A,A1cc,SYAN-R3-23,0,S,YAN,R3
85660,A,A1/A1bv,SYAN-R3-23,0,S,YAN,R3
84553,A,A1,SYAN-R3-23,0,S,YAN,R3
84555,A,A1,SYAN-R3-23,0,S,YAN,R3
85584,A,A1,SYAN-R3-23,0,S,YAN,R3
85589,A,A1,SYAN-R3-23,0,S,YAN,R3
84614,A,A1,SYAN-R3-23,0,S,YAN,R3
84567,A,A1,SYAN-R3-23,0,S,YAN,R3
85590,A,A1ej,SYAN-R3-23,0,S,YAN,R3
85601,A,A1,SYAN-R3-23,0,S,YAN,R3
84599,A,A1,SYAN-R3-23,0,S,YAN,R3
85655,A,A1cl,SYAN-R3-23,0,S,YAN,R3
84647,A,A7,SYAN-R3-23,0,S,YAN,R3
84736,B,B1g,SYAN-R3-23,0,S,YAN,R3
85083,C,C3,SYAN-R3-23,0,S,YAN,R3
85439,C,C1/C1h,SYAN-R3-23,0,S,YAN,R3
85464,C,C72,SYAN-R3-23,0,S,YAN,R3
85138,C,C15h,SYAN-R3-23,0,S,YAN,R3
85463,C,C21,SYAN-R3-23,0,S,YAN,R3
84835,C,C1,SYAN-R3-23,0,S,YAN,R3
84927,C,C21,SYAN-R3-23,0,S,YAN,R3
84877,C,C21,SYAN-R3-23,0,S,YAN,R3
84881,C,C116,SYAN-R3-23,0,S,YAN,R3
85462,C,C21,SYAN-R3-23,0,S,YAN,R3
84880,C,C72,SYAN-R3-23,0,S,YAN,R3
84879,C,C21,SYAN-R3-23,0,S,YAN,R3
84926,C,C72,SYAN-R3-23,0,S,YAN,R3
85151,C,C1/C93a,SYAN-R3-23,0,S,YAN,R3
84785,C,C1,SYAN-R3-23,0,S,YAN,R3
84932,C,C163b,SYAN-R3-23,0,S,YAN,R3
85489,C,C15/C3z,SYAN-R3-23,0,S,YAN,R3
85490,C,C3z,SYAN-R3-23,0,S,YAN,R3
85054,C,C15,SYAN-R3-23,0,S,YAN,R3
85651,C,C93a,SYAN-R3-23,0,S,YAN,R3
85145,C,C21,SYAN-R3-23,0,S,YAN,R3
85670,C,C116,SYAN-R3-23,0,S,YAN,R3
85198,C,C72,SYAN-R3-23,0,S,YAN,R3
84781,C,C1,SYAN-R3-23,0,S,YAN,R3
84782,C,C41,SYAN-R3-23,0,S,YAN,R3
84844,C,C50b,SYAN-R3-23,0,S,YAN,R3
84845,C,C3,SYAN-R3-23,0,S,YAN,R3
84864,C,C3k,SYAN-R3-23,0,S,YAN,R3
84878,C,C15h,SYAN-R3-23,0,S,YAN,R3
84913,C,C15,SYAN-R3-23,0,S,YAN,R3
84935,C,C3z,SYAN-R3-23,0,S,YAN,R3
85488,C,C116,SYAN-R3-23,0,S,YAN,R3
85250,D,D1/D6,SYAN-R3-23,0,S,YAN,R3
85561,D,D1,SYAN-R3-23,0,S,YAN,R3
85268,D,D1,SYAN-R3-23,0,S,YAN,R3
